,Descripcion,Amenidades,Detalles,Precio,Direccion
118,"Se vende casa en fraccionamiento cantos de florencia por sendero
Casa estilo contemporáneo, fracccioamiento privado.
3 recamaras
2.5 baños
Construcción 208 m2 de ","['Aire acondicionado', 'Armarios empotrados', 'Calefacción', 'Cocina Equipada', 'Estudio', 'Balcón', 'Estacionamiento vigilado', 'Estacionamiento techado', 'Patio', 'Totalmente cercado', 'Jardín', 'Estacionamiento para Visitas', 'Área de juegos infantiles']","['Estacionamientos\n3', 'Recámaras\n3', 'Baños\n2', 'Construidos (m²)\n208', 'Terreno (m²)\n160', 'Disponible desde\n07/07/21']","$ 2,400,000","Tres Cantos, Ciudad Juárez"
119,"#luxuryhome
$17,000,000 mn

En misión de los lagos","['Piso de loseta', 'Armarios empotrados', 'Cocina Equipada', 'Estacionamiento vigilado', 'Patio', 'Totalmente cercado', 'Jardín', 'Alberca']","['Estacionamientos\n10', 'Recámaras\n4', 'Baños\n4.5', 'Construidos (m²)\n794', 'Terreno (m²)\n2447']","$ 17,000,000","Misiones de los Lagos, Ciudad Juárez"
120,".Excelente ubicación!!!
A cuadras de distancia de Puentes Internacionales Santa Fe y Puente De Córdoba, a unos metros del Centro Médico De Especialidades Y Parque Recreativo como el Parque Borunda.
Casa de un solo piso, 3 Recamaras, 3 Bańos, Sala y comedor formal, cocina con area para desayunador, cuarto de lavanderia con lavaderos de cemento y conecciones para lavadora y secadora.  Cochera para dos carros  con portón eléctrico y un cuarto bodega.",[],"['Recámaras\n3', 'Estacionamientos\n2', 'Baños\n3', 'Habitaciones (en total)\n10', 'Construido (Año)\n2015', 'Construidos (m²)\n176', 'Terreno (m²)\n258']","$ 2,000,000","Partido Romero, Ciudad Juárez"
121,"$985,000 pesos
2 recamaras 
Sala 
1 baño
Comedor ",[],"['Recámaras\n20', 'Baños\n1', 'Habitaciones (en total)\n9', 'Construido (Año)\n2015']","$ 985,000","Ciudad Juárez Centro, Ciudad Juárez"
122,"Casa espaciosa y con muy buena ubicacion en el sector de paseo de la victoria y tapioca.

Planta baja
Sala, cocina, comedor, 1 baño, 1 recamara, cochera, almacen
Planta alta","['Piso de loseta', 'Aire acondicionado', 'Armarios empotrados', 'Calefacción', 'Cocina Equipada', 'Estudio', 'Estacionamiento techado', 'Patio']","['Estacionamientos\n1', 'Recámaras\n4', 'Baños\n2', 'Construidos (m²)\n158', 'Terreno (m²)\n105', 'Disponible desde\n07/07/21']","$ 1,450,000","Ajenjo 9406 Aeropuerto Infonavit, Ciudad Juárez"
123,"¡Con remax compras más!  Al adquirir tu casa con remax, pagas lo mismo que comprando en otra inmobiliaria, pero recibes beneficios y promociones que te harán ahorrar mucho para habitar tu casa. hermosa casa nueva modelo mirabell, con acabados de lujo en fraccionamiento privado vienna, sobre gómez morín, a unos metros del crucero con waterfill. En la planta baja cuenta con sala-comedor, cocina, área de lavado y medio baño. En la planta alta cuenta con 3 recámaras y 2 baños. Excelentes acabados, piso de porcelanato de 60x60, construida con isoblock (material aislante), poliuretano espreado en la losa del techo, ventanas dobles, cubiertas de mármol en los baños y más. Aún quedan disponibles lotes con terreno excedente. Bienvenidos todos los créditos. Precio vigente hasta el 30 de septiembre.","['Piso de loseta', 'Estacionamiento techado']","['Estacionamientos\n2', 'Recámaras\n3', 'Baños\n2.5', 'Construidos (m²)\n101.79', 'Terreno (m²)\n120.25', 'Disponible desde\n25/06/20']","$ 1,750,000","México, 32545, Juárez, Boulevard Manuel Gómez Morín Ciudad Juárez"
124,"Amplia casa de Una planta  en excelente ubicación a 5 minutos del Puente son 281m2 de terreno y 162.39 m2 de construcción cuenta con 3 recamaras, 2  baños, sala- comedor, cocina integral, estancia, área de lavado, aire y calefacción, patio y cochera para 1 auto. El precio es de $1,750,000 pesos pero por esta semana la tendremos a $1,600,000 pesos.","['Piso de loseta', 'Aire acondicionado', 'Calefacción']","['Estacionamientos\n1', 'Recámaras\n3', 'Baños\n2', 'Habitaciones (en total)\n5', 'Construidos (m²)\n162', 'Terreno (m²)\n281']",Contactar agente para saber precio,"México, 32300, Juárez, Calle Colombia Norte Hidalgo, Ciudad Juárez"
125,"Este Nuevo Fraccionamiento con cuatro opciones de Modelos de vivienda.
88 metros de construcción y 120 metros de terreno.
110 metros de construccion y 134 de terreno.
131 metros de construccion y 127 de terreno.
162 metros de construccion  y 127 de terreno.
Amenidades:",[],"['Recámaras\n3', 'Estacionamientos\n2', 'Baños\n1', 'Construido (Año)\n2015', 'Construidos (m²)\n88', 'Terreno (m²)\n120']","$ 1,268,000","Ciudad Juárez Centro, Ciudad Juárez"
126,"Casa en venta en la Col. Fidel Velazquez a una cuadra del Blvd. Cuatro siglos.

$1,100,000 Pesos
Libre de gravamen 
105 m2 de terreno ",[],"['Recámaras\n3', 'Construido (Año)\n2015', 'Construidos (m²)\n120', 'Terreno (m²)\n120']","$ 1,100,000","Fidel Velázquez, Ciudad Juárez"
127,"Residencia en fracc. Rincones de san marcos. Cuenta con tres recámaras, la principal con baño y vestidor, 3.5 baños, sala con chimenea, cocina con cocina integral, estancia, muros capuchinos, techo y muros aislados con placa. Equipada con unidad paquete, pisos de madera, ventanas de doble vidrio, aire lavado, dos boilers, protecciones de hierro forjado, puertas con chapa de seguridad, alarma con cámaras y asador en el patio","['Piso de loseta', 'Aire acondicionado', 'Armarios empotrados', 'Cocina Equipada', 'Estudio', 'Garaje', 'Terraza']","['Estacionamientos\n2', 'Recámaras\n3', 'Baños\n3.5', 'Construidos (m²)\n279', 'Terreno (m²)\n400', 'Disponible desde\n12/12/19']","$ 6,490,000","Rincones de San Marcos, Ciudad Juárez"
128,"Hermoso fraccionamiento entre ave. Cuatro siglos y fco. Villarreal.
Aproveche los precios del 2018
Viva la experiencia de hogares con estilo
Precios desde $1,350,000 hasta $1,980,000",['Estacionamiento abierto'],"['Estacionamientos\n2', 'Recámaras\n3', 'Baños\n2', 'Habitaciones (en total)\n5', 'Construidos (m²)\n208', 'Terreno (m²)\n167']","$ 1,600,000","Tres Cantos, Ciudad Juárez"
129,"El Mejor Precio de la Zona
Excelente sector a tan solo 5 min de Plaza Sendero Las Torres
2 modelos con magnifica distribución, 3 recamaras y 2.5 baños
Modelo mas grande con estancia
Fraccionamiento cerrado con malla electrificada ",[],"['Construido (Año)\n2015', 'Construidos (m²)\n106', 'Terreno (m²)\n120']","$ 1,227,000","Ciudad Juárez Centro, Ciudad Juárez"
130,"Casa en venta de una planta en Alamos de San Lorenzo, dos recámaras con closet, cocina integral de madera de encino y granito, un baño completo con jacuzzi y granito, sala, comedor, spots en techos, aislante en techos y paredes. Equipada con calefacción, refrigeración y boiler. Construcción de ladrillo y cochera eléctrica para 2 autos, amplio patio.","['Piso de loseta', 'Aire acondicionado', 'Armarios empotrados', 'Cocina Equipada', 'Estacionamiento techado', 'Jardín']","['Estacionamientos\n2', 'Recámaras\n2', 'Baños\n1', 'Construidos (m²)\n135', 'Terreno (m²)\n250', 'Disponible desde\n01/07/21']","$ 2,350,000","José de Alcibar 316 Álamos de San Lorenzo, Ciudad Juárez"
131,"Casa de dos plantas en venta en la calle paraguay del partido romero, entre av. De la raza y vicente guerrero. Dos recámaras , un baño, sala, comedor, cocina, todos los espacios muy amplios. Bienvenidos créditos bancarios",['Piso de loseta'],"['Recámaras\n2', 'Baños\n1', 'Construidos (m²)\n117.29', 'Terreno (m²)\n61.9', 'Disponible desde\n25/03/21']","$ 815,000","Paraguay 411 Partido Romero, Ciudad Juárez"
132,"SE VENDEN HERMOSAS CASA NUEVAS , SECTOR MISIONES
ENTRE CENTROS COMERCIALES, RESTAURANTES, HOTELES Y HOSPITALES
ULTIMAS CASAS DISPONIBLES!!!
Fraccionamiento Privado, con Casa Club, Gimnasio, Terraza, Parques con juegos Infantiles, Areas verdes.
 3 Recamaras","['Estudio', 'Estacionamiento techado', 'Patio', 'Totalmente cercado', 'Jardín', 'Estacionamiento para Visitas', 'Área de juegos infantiles']","['Estacionamientos\n2', 'Recámaras\n3', 'Baños\n2', 'Construidos (m²)\n209', 'Terreno (m²)\n190', 'Disponible desde\n12/02/21']","$ 3,422,000","Residencial Harmoni, Ciudad Juárez"
133,"Se vende casa fraccionamiento la joya a 2 cuadras de la insurgentes ** puede ser para casa habitacion o para negocio, oficinas, consultorios, etc. 
Casa con desniveles y patio muy amplio con barra y asador
3 recamaras cada una con su baño y closet vestidor
4 1/2 baños","['Aire acondicionado', 'Armarios empotrados', 'Calefacción', 'Cocina Equipada', 'Estudio', 'Cuarto de servicio', 'Garaje', 'Patio', 'Terraza', 'Totalmente cercado', 'Jardín', 'Estacionamiento abierto', 'Estacionamiento para Visitas']","['Estacionamientos\n7', 'Recámaras\n3', 'Baños\n4', 'Construidos (m²)\n325', 'Terreno (m²)\n400', 'Disponible desde\n08/03/21']","$ 3,700,000","La Joya, Ciudad Juárez"
134,"CASA CÓMODA 

Linda casa con plantas
230 m2 C
240 m2 T",[],"['Recámaras\n3', 'Estacionamientos\n2', 'Baños\n3', 'Habitaciones (en total)\n12', 'Construido (Año)\n2015', 'Construidos (m²)\n230', 'Terreno (m²)\n240']","$ 2,490,000","Panamericano, Ciudad Juárez"
135,"Con provive es más fácil estrenar tu casa. Todas nuestras viviendas son rehabilitadas como nuevas y entregadas con garantía provive.
Ubicación: parcelas ejido jesús carranza, cd juárez, chih.

Características:",[],"['Estacionamientos\n2', 'Recámaras\n3', 'Baños\n2', 'Construidos (m²)\n97', 'Terreno (m²)\n157']","$ 1,528,065","Parcelas Ejido Jesús Carranza, Cd Juárez, Chih. Country Senecu, Ciudad Juárez"
136,"Venta de casa muy cerca de pueblito mexicano!
Precio $ 3,200,000 solo credito hipotecario
218.99m2 de terreno
311.49m2 de construcción
5 recamaras, 2 en planta baja",[],"['Estacionamientos\n1', 'Recámaras\n5', 'Baños\n2', 'Construidos (m²)\n311.49', 'Terreno (m²)\n218.99', 'Disponible desde\n29/06/21']","$ 3,200,000",Ciudad Juárez
137,"EN HARMONI RESIDENCIAL.
-PATIO CON ASADOR, BARRA, ALBERCA Y JACUZZI CON HIDROMASAJE
Construcción 157m2 | Terreno 190m2
Disfruta de esta bonita casa de 3 recámaras, estancia, sala a desnivel, cocina equipada y lavandería,
Ubicada en una de las zonas de mayor plusvalía de Ciudad Juárez, ésta opción residencial te brinda comodidad, calidad y amplitud.",[],"['Recámaras\n3', 'Estacionamientos\n2', 'Baños\n2', 'Habitaciones (en total)\n11', 'Construido (Año)\n2015', 'Construidos (m²)\n157', 'Terreno (m²)\n190']","$ 3,400,000","Ciudad Juárez Centro, Ciudad Juárez"
138,"Amplia residencia en impecable estado de conservación ubicada en fracc. Montecarlo con acceso por calle primavera , a un costado del fracc. Campestre. Consta de cuatro recámaras cada una con clóset y baño, la principal con clóset-vestidor y baño, cuatro baños completos y 2 medios baños, estancia, sala, comedor, cocina integral con cubiertas de granito, horno, alacena grande. Lavandería en planta alta, terraza cubierta, amplísima área social con barra de granito, refrigerador de vinos ,chimenea y pisos de mármol . Puertas de madera sólida, ventanas de doble vidrio con argón, duela de encino en recámaras, sala y comedor, pisos de porcelanato de gran formato, abanicos en toda la casa , sistema hidroneumático. 2 calefacciones, 2 aires lavados y 1 mini split en área social.","['Piso de loseta', 'Aire acondicionado', 'Armarios empotrados', 'Calefacción', 'Piso de duela', 'Cocina Equipada', 'Estudio', 'Cuarto de servicio', 'Estacionamiento techado', 'Jardín']","['Estacionamientos\n4', 'Recámaras\n4', 'Baños\n6.5', 'Construidos (m²)\n465.52', 'Terreno (m²)\n349', 'Disponible desde\n13/04/21']","$ 6,690,000","Montecarlo 8036 Montecarlo, Ciudad Juárez"
139,"Este buen fin disfruta de la exclusividad!!
Av. Teofilo Borunda
Zona distinguida
Bonos especiales
Arquitectura única con acabados finos","['Piso de loseta', 'Acceso a TV de paga', 'Estacionamiento vigilado', 'Estacionamiento techado', 'Patio', 'Terraza', 'Totalmente cercado', 'Área de entretenimiento al aire libre', 'Estacionamiento para Visitas', 'Área de juegos infantiles']","['Estacionamientos\n2', 'Recámaras\n3', 'Baños\n3.5', 'Construidos (m²)\n225', 'Terreno (m²)\n224']","$ 4,241,256","Misiones de los Lagos, Ciudad Juárez"
140,"            AMPLIA CASA EN VENTA
                    $900,000 MXN
            Por Ponciano y Eje Vial

Terreno: 210.38 m2 | Construcción: 246 m2 ",[],"['Recámaras\n4', 'Estacionamientos\n2', 'Baños\n2', 'Habitaciones (en total)\n12', 'Construido (Año)\n2015', 'Construidos (m²)\n246', 'Terreno (m²)\n210']","$ 900,000","México 68, Ciudad Juárez"
141,"Se vende casa residencial bugambilias, atras colegio teresa de avila

Terreno 152 m2 
Construccion 166 m2 
3 recamaras","['Aire acondicionado', 'Armarios empotrados', 'Calefacción', 'Cocina Equipada', 'Estudio', 'Cuarto de servicio', 'Estacionamiento vigilado', 'Totalmente cercado', 'Área de entretenimiento al aire libre', 'Estacionamiento para Visitas', 'Área de juegos infantiles']","['Estacionamientos\n2', 'Recámaras\n3', 'Baños\n3', 'Construidos (m²)\n166', 'Terreno (m²)\n152', 'Disponible desde\n07/07/21']","$ 3,200,000","Bugambilias, Ciudad Juárez"
142,"Elys llega para innovar tu estilo de vida con la mejor propuesta de residencia vertical en Ciudad Juárez. Elys se encuentra en la zona más privilegiada de la ciudad, a minutos de áreas comerciales y de esparcimiento, centros educativos, hospitales y puentes fronterizos. Inspirado y enfocado en la privacidad y exclusividad de sus residentes, Elys ofrece todas las comodidades necesarias desde ir al gimnasio, espacios de coworking, reuniones con los amigos o pasar las mejores veladas junto al firepit en el rooftop con hermosas vistas al área metropolitana.",[],"['Recámaras\n2', 'Estacionamientos\n2', 'Baños\n2', 'Habitaciones (en total)\n5', 'Construido (Año)\n2015', 'Nivel\n9', 'Construidos (m²)\n38']","$ 1,850,000","Campos Elíseos, Ciudad Juárez"
143,"CASA CON 3 HABITACIONES, 2 DE ELLAS EN PLANTA BAJA UBICADA EN ZONA DORADA DE LA CIUDAD
Ubicada en Pradera Dorada, con fácil acceso a Ejercito Nacional o Av. Tecnológico
- Terreno 182 m2
- Construcción 221 m2
- 4 habitaciones
- 3 baños completos
- 2 habitaciones se encuentran en planta baja, una de ella con baño completo propio
- Recibidor, sala, comedor, desayunador, cocina
- Estancia familiar en planta alta
- Terraza con vista al frente
- Recámara con baño completo en planta alta
- Habitación adicional en planta alta con acceso adicional independiente, que puede utilizarse para negocio o departamento.
- Cochera techada para 1 vehículo
- Fraccionamiento con guardia de seguridad
- Amplios espacio en el interior
- Escaleras en el exterior para acceso independiente de departamento en planta alta",[],"['Recámaras\n3', 'Estacionamientos\n3', 'Baños\n3', 'Habitaciones (en total)\n17', 'Construido (Año)\n2015', 'Construidos (m²)\n221', 'Terreno (m²)\n182']","$ 1,750,000","Pradera Dorada 1, Ciudad Juárez"
144,"Se vende casa nueva estilo contemporáneo en excelente ubicación??
Zona villahermosa (privado)

  **   $2,550,000  mn ***",[],"['Estacionamientos\n2', 'Recámaras\n3', 'Baños\n2.5', 'Construidos (m²)\n150', 'Terreno (m²)\n170']","$ 2,550,000",Ciudad Juárez
145,"Cómoda y equipada casa en venta en zona con alta demanda de vivienda, cerca de hospitales, colegios, centros comerciales, puentes internacionales.

Fraccionamiento privado
Frente a parque","['Piso de loseta', 'Acceso a TV de paga', 'Aire acondicionado', 'Armarios empotrados', 'Calefacción', 'Cocina Equipada', 'Balcón', 'Estacionamiento vigilado', 'Patio', 'Totalmente cercado', 'Estacionamiento abierto', 'Área de juegos infantiles']","['Estacionamientos\n2', 'Recámaras\n3', 'Baños\n1.5', 'Construidos (m²)\n155', 'Terreno (m²)\n150']","$ 2,150,000","Hacienda de los Nogales, Ciudad Juárez"
146,"EN MISIÓN DE LOS LAGOS
Residencia con tecnología aplicada que brinda comodidad y funcionalidad.
La residencia nos abre su puerta principal en un recibidor con doble altura, muy espacioso que nos lleva en la vista, hacia los ventanales que comunican con la alberca, terraza techada y salón de reuniones.",[],"['Recámaras\n4', 'Estacionamientos\n2', 'Baños\n4', 'Habitaciones (en total)\n20', 'Construido (Año)\n2015', 'Construidos (m²)\n794', 'Terreno (m²)\n1209']","$ 17,000,000","Ciudad Juárez Centro, Ciudad Juárez"
147,Casa nueva en fracc. Privado??,"['Piso de loseta', 'Acceso a TV de paga', 'Gimnasio', 'Estudio', 'Balcón', 'Estacionamiento vigilado', 'Estacionamiento techado', 'Patio', 'Totalmente cercado', 'Área de entretenimiento al aire libre', 'Área de juegos infantiles']","['Estacionamientos\n2', 'Recámaras\n3', 'Baños\n2.5', 'Construidos (m²)\n131', 'Terreno (m²)\n130']","$ 1,709,000","Camino viejo a zaragoza Quintas del Valle, Ciudad Juárez"
148,"CASA DE UN PISO EN PRADERA DE LOS OASIS
2 recámaras con closet, baño completo, sala, comedor, cocina integral amplia, cuarto de lavandería, cochera techada para dos autos, patio.
Incluye aire acondicionado, calentón de gas natural y boiler.
Terreno 120m2  | Construcción 111.89m2",[],"['Estacionamientos\n2', 'Construido (Año)\n2015', 'Construidos (m²)\n111', 'Terreno (m²)\n120']","$ 850,000","Ciudad Juárez Centro, Ciudad Juárez"
149,"EN EXLCUSIVA PARA KW
¡PERFECTA RESIDENCIA A ESTRENAR! ✨ EN ESQUINA
Para gustos exigentes hoy les presentamos la siguiente opción:
Ubicación: Tomas Fernández, a unos metros de Cibeles y Wendys. Bosques de senecu 
- 490.66 m2 de terreno",[],"['Recámaras\n3', 'Estacionamientos\n6', 'Baños\n4', 'Construido (Año)\n2015', 'Construidos (m²)\n527', 'Terreno (m²)\n490']","$ 11,000,000","Ciudad Juárez Centro, Ciudad Juárez"
150,"Fraccionamiento misiones  de  santa  fe

Fraccionamiento privado
3 recámaras ( principal con  2 clósets  vestidor)
2.5 baños","['Acceso a TV de paga', 'Aire acondicionado', 'Armarios empotrados', 'Calefacción', 'Piso de duela', 'Cocina Equipada', 'Sistema de alarma', 'Estudio', 'Garaje', 'Patio', 'Totalmente cercado', 'Jardín']","['Estacionamientos\n2', 'Recámaras\n3', 'Baños\n2.5', 'Construidos (m²)\n279', 'Terreno (m²)\n290']","$ 5,190,000","Misiones Santa Fe, Ciudad Juárez"
151,"Casa de 2 recámaras recién remodelada en paseos del alba. Cuenta con sala comedor con chimenea, cocina con cocineta, 2 recámaras y 1 baño. Cuenta con piso de loseta cerámica en toda la casa, cocineta, rejas, bardas altas y barandal. Bonito jardín. Libre de gravamen.","['Piso de loseta', 'Chimenea', 'Cocina Equipada', 'Estacionamiento abierto']","['Estacionamientos\n2', 'Recámaras\n2', 'Baños\n1', 'Construidos (m²)\n72', 'Terreno (m²)\n108', 'Disponible desde\n12/11/20']","$ 1,050,000","México, Juárez, Paseo de las Liras Paseos del Alba, Ciudad Juárez"
152,"Casa 2
$3,000,000
3 recamaras
2 baños completos
Amplia sala y comedor
Cocina con alacena
Cochera de 2 autos",[],"['Recámaras\n3', 'Estacionamientos\n2', 'Baños\n2', 'Habitaciones (en total)\n7', 'Construido (Año)\n2015', 'Construidos (m²)\n126', 'Terreno (m²)\n218']","$ 3,000,000","Monumental, Ciudad Juárez"
153,"Sector cercano a clínica 66 del imss

Fraccionamiento privado , casa club y gimnasio

3 recámaras","['Piso de loseta', 'Acceso a TV de paga', 'Patio', 'Terraza', 'Totalmente cercado', 'Área de entretenimiento al aire libre', 'Estacionamiento abierto', 'Área de juegos infantiles']","['Estacionamientos\n2', 'Recámaras\n3', 'Baños\n1.5', 'Construidos (m²)\n88', 'Terreno (m²)\n120']","$ 1,268,000",Ciudad Juárez
154,"$660,000 PESOS BIENVENDIOS CREDITOS
2 RECAMARAS AMPLIAS
1 BAÑO
SALA-COMEDOR
AMPLIO PATIO
ESTACIONAMIENTO PARA 2 AUTOS
120 MT2 DE TERRENO",[],"['Recámaras\n2', 'Estacionamientos\n2', 'Baños\n1', 'Habitaciones (en total)\n4', 'Construido (Año)\n2015', 'Construidos (m²)\n80', 'Terreno (m²)\n120']","$ 660,000","Las Torres, Ciudad Juárez"
155,"Nuevo Fraccionamiento en zona de gran Plusvalia.
Novedoso concepto de Terraza Club y Alberca
3 recamaras
2.5 baños
Estancia",[],"['Recámaras\n3', 'Estacionamientos\n2', 'Baños\n2', 'Construido (Año)\n2015', 'Construidos (m²)\n179', 'Terreno (m²)\n190']","$ 3,422,000","Los Lagos, Ciudad Juárez"
156,"Se vende casa fracc. Fiori residencial 
Por camino viejo a san josé y paseo de la victoria, muy cerca de  ejercito nacional
Casas etilo contemporaneo
Superficies de terreno desde 243 m² hasta 527 m²
Construcciones desde 240 m² hasta 290 m²","['Acceso a TV de paga', 'Aire acondicionado', 'Armarios empotrados', 'Calefacción', 'Cocina Equipada', 'Estudio', 'Balcón', 'Estacionamiento vigilado', 'Estacionamiento techado', 'Patio', 'Totalmente cercado', 'Área de entretenimiento al aire libre', 'Jardín', 'Estacionamiento para Visitas', 'Área de juegos infantiles']","['Estacionamientos\n2', 'Recámaras\n4', 'Baños\n3', 'Construidos (m²)\n240', 'Terreno (m²)\n243', 'Disponible desde\n23/06/21']","$ 5,700,000","Floresta de San José, Ciudad Juárez"
157,"Fracc. Bárcena residencial frente a Plaza Sendero con acceso por av. Gómez Morín. Privado con acceso controlado, dos modelos a escoger. Modelo Aruma: 195.60m2 de construcción sobre un terreno de 198m2 con 3 recámaras la principal con espacio para closet vestidor, estancia, 2.5 baños, área de lavandería, cocina, comedor, sala y espacio para dos autos. Modelo Itze: construcción de 200m2 sobre un terreno de 198m2, 3 recámaras, dos de ellas con espacio para closet-vestidor, 3 baños completos, estancia, área de lavandería, sala, comedor, cocina y espacio para 2 autos.","['Piso de loseta', 'Estudio', 'Estacionamiento techado', 'Jardín', 'Área de juegos infantiles']","['Estacionamientos\n2', 'Recámaras\n3', 'Baños\n2.5', 'Construidos (m²)\n195.6', 'Terreno (m²)\n198', 'Disponible desde\n14/04/20']","$ 2,319,900",Gómez Morín y Valle de Arareco Ciudad Juárez
158,"Excelentemente ubicada a dos cuadras de tomás fernández y vicente guerrero. Casa de dos plantas con cuatro recámaras, una de ellas en planta baja, tres baños completos y estancia. Cocina integral con estufa y horno campana, comedor y sala. Tres recámaras muy amplias en planta alta, una de ellas con baño privado, patio muy amplio con asador y sink, cochera techada para un auto con portón eléctrico , rejas en toda la casa. Equipada con aire y calefacción, boiler, lámparas y abanicos.pisos de cerámica y laminados, lista para habitarse, impecable estado de conservación. Bienvenidos créditos bancarios e infonavit.","['Piso de loseta', 'Aire acondicionado', 'Armarios empotrados', 'Calefacción', 'Piso de duela', 'Cocina Equipada', 'Estacionamiento techado']","['Estacionamientos\n1', 'Recámaras\n4', 'Baños\n3', 'Construidos (m²)\n205.75', 'Terreno (m²)\n160', 'Disponible desde\n03/11/20']","$ 2,280,000","México, Juárez, Fracc Los Parques, Calle Parque de los Ensueños 7930 Los Parques, Ciudad Juárez"
159,"bonita casa en venta ( solo efectivo) situada a 3 minutos del puente libre, cuenta con; 2 cocinas, 2 baños completos, 3 habitaciones, sala, comedor, cuarto de oficina y 2 cuartos de lavado. las característica de la casa se prestan ala opción de dividir la propiedad y bien rentarse la mitad de la misma, para beneficio del cliente ya sea temporal o definitivo.",[],"['Recámaras\n3', 'Estacionamientos\n2', 'Baños\n2', 'Habitaciones (en total)\n11', 'Construido (Año)\n2015', 'Construidos (m²)\n166', 'Terreno (m²)\n180']","$ 890,000","Hidalgo, Ciudad Juárez"
160,"Fraccionamiento rinconada de las flores!!
Recámara en planta baja, que no te la ganen.

Planta baja:
Sala, comedor, cocina, lavandería,","['Piso de loseta', 'Acceso a TV de paga', 'Armarios empotrados', 'Cocina Equipada', 'Patio', 'Totalmente cercado']","['Estacionamientos\n2', 'Recámaras\n4', 'Baños\n2.5', 'Construidos (m²)\n150', 'Terreno (m²)\n180']","$ 1,475,000","Rinconada de los tulipanes poniente 332 Rinconada de las Flores II, Ciudad Juárez"
161,"Casa en venta con ampliación en fracc. Las acequias, zona privatizada con acceso por av. Tecnológico y por av. Ejército nacional. Consta de 2 plantas , en muy buen estado de conservación de 3 recámaras con clóset cada una, 2 baños, estancia, sala, comedor, cuarto de lavandería con posibilidad de convertirse en una cuarta recámara en planta baja. Cocina con cocina integral en excelente estado, equipada con estufa, refrigerador y campana, patio de tamaño regular con piso. Equipada con aire, calefacción, boiler y 1 minisplit. Completamente enrejada. Bienvenidos créditos bancarios e infonavit.","['Piso de loseta', 'Aire acondicionado', 'Armarios empotrados', 'Calefacción', 'Cocina Equipada']","['Recámaras\n3', 'Baños\n2', 'Construidos (m²)\n126', 'Terreno (m²)\n110', 'Disponible desde\n13/04/21']","$ 1,650,000","Acequia del Barro 3751 Las Acequias, Ciudad Juárez"
162,"Construcción de vivienda de moderno modelo tipo Diego A
Acabados finos, dos pisos
Nueve ubicaciones disponibles, la mayoría frente a parque
Dos fachadas a escoger
Fáciles accesos",[],"['Recámaras\n3', 'Estacionamientos\n2', 'Baños\n2', 'Habitaciones (en total)\n8', 'Construido (Año)\n2015', 'Construidos (m²)\n293', 'Terreno (m²)\n157']","$ 3,100,000","Country Senecu, Ciudad Juárez"
163,"El mejor precio de la zona y aislamiento térmico en toda la casa!
3 recamaras
2.5 baños
Area de lavado
Sala
Comedor
Cocina",[],"['Recámaras\n3', 'Estacionamientos\n2', 'Baños\n2', 'Habitaciones (en total)\n10', 'Construido (Año)\n2015', 'Construidos (m²)\n125', 'Terreno (m²)\n131']","$ 1,661,000","Ciudad Juárez Centro, Ciudad Juárez"
164,"Venta de casas estilo contemporáneo fracc. Privado , entre palacio de mitla y ramón rayón.

Estilo: valencia cadiz
Construcción 88 m2 110 m2
Terreno 120 m2 134.82 m2","['Patio', 'Estacionamiento abierto']","['Estacionamientos\n2', 'Recámaras\n3', 'Baños\n2', 'Construidos (m²)\n1', 'Terreno (m²)\n134.82', 'Disponible desde\n22/10/19']","$ 1,220,000",palacio de mitla y ramon rayon Ciudad Juárez
165,"Casa en venta Ciudad Juárez Chihuahua Fraccionameinto Monumental, Casa de 2 plantas, estacionamiento enrejado, sala, comedor, cocina con cocina integral, 4 recamaras con closets, 4 baños, aire acondicionado, calefacción, boiler y minisplits. Lista para ser habitada.",[],"['Recámaras\n4', 'Baños\n4', 'Habitaciones (en total)\n8', 'Construido (Año)\n2002', 'Construidos (m²)\n248', 'Terreno (m²)\n504']","$ 3,496,000","Monumental, Ciudad Juárez"
166,"CASA EQUIPADA EN VENTA EN FRACCIONAMIENTO CERRADO ZONA DE ALTA PLUSVALÍA 
- Construcción de ladrillo
- 130 m2 terreno / 95 m2 construcción 
- 3 habitaciones / 1.5 baños 
- Ampliación en planta alta en recámaras secundarias ",[],"['Recámaras\n3', 'Estacionamientos\n2', 'Baños\n1', 'Habitaciones (en total)\n9', 'Construido (Año)\n2015', 'Construidos (m²)\n95', 'Terreno (m²)\n130']","$ 1,498,000","Del Valle, Ciudad Juárez"
167,"Hermosa casa en exclusivo fraccionamiento privado son 152m2 de terreno y 14876m2 de construcción cuenta con 3 recamaras(ppal. Con walking closet y baño) 2.5 baños, sala- comedor, cocina, área de lavado, patio, estacionamiento 2 autos. El precio es de $1,640,000 pesos. Se acepta crédito infonavit, fovissste, bancario ó contado.","['Piso de loseta', 'Patio', 'Área de entretenimiento al aire libre']","['Estacionamientos\n2', 'Recámaras\n3', 'Baños\n2.5', 'Construidos (m²)\n148.76', 'Terreno (m²)\n152']","$ 1,640,000","México, Juárez, Fracc Jardines de San Miguel, Calle Nardos Privada de Miraloma Sector Español, Ciudad Juárez"
